Taxa,Metabolite,Potential Score
Halolactibacillus,3-Hydroxyanthranilate,2.120981e-05
Henriciella,3-Hydroxyanthranilate,2.120981e-05
Herbiconiux,3-Hydroxyanthranilate,2.120981e-05
Herbidospora,3-Hydroxyanthranilate,2.120981e-05
Hoeflea,3-Hydroxyanthranilate,2.120981e-05
Holospora,3-Hydroxyanthranilate,2.120981e-05
Hydrocarboniphaga,3-Hydroxyanthranilate,2.120981e-05
Hyphomicrobium,3-Hydroxyanthranilate,2.120981e-05
Ilumatobacter,3-Hydroxyanthranilate,2.120981e-05
Inquilinus,3-Hydroxyanthranilate,2.120981e-05
Ketogulonicigenium,3-Hydroxyanthranilate,2.120981e-05
Kibdelosporangium,3-Hydroxyanthranilate,2.120981e-05
Kiloniella,3-Hydroxyanthranilate,2.120981e-05
Klenkia,3-Hydroxyanthranilate,2.120981e-05
Kordia,3-Hydroxyanthranilate,2.120981e-05
Kordiimonas,3-Hydroxyanthranilate,2.120981e-05
Lampropedia,3-Hydroxyanthranilate,2.120981e-05
Leeuwenhoekiella,3-Hydroxyanthranilate,2.120981e-05
Leisingera,3-Hydroxyanthranilate,2.120981e-05
Luteimonas,3-Hydroxyanthranilate,2.120981e-05
Luteipulveratus,3-Hydroxyanthranilate,2.120981e-05
Lyngbya,3-Hydroxyanthranilate,2.120981e-05
Marinilactibacillus,3-Hydroxyanthranilate,2.120981e-05
Marininema,3-Hydroxyanthranilate,2.120981e-05
Marinitoga,3-Hydroxyanthranilate,2.120981e-05
Marinospirillum,3-Hydroxyanthranilate,2.120981e-05
Mariprofundus,3-Hydroxyanthranilate,2.120981e-05
Marmoricola,3-Hydroxyanthranilate,2.120981e-05
Martelella,3-Hydroxyanthranilate,2.120981e-05
Mesoplasma,3-Hydroxyanthranilate,2.120981e-05
Methylobacillus,3-Hydroxyanthranilate,2.120981e-05
Methylophilus,3-Hydroxyanthranilate,2.120981e-05
Modestobacter,3-Hydroxyanthranilate,2.120981e-05
Moritella,3-Hydroxyanthranilate,2.120981e-05
Mycolicibacillus,3-Hydroxyanthranilate,2.120981e-05
Natronincola,3-Hydroxyanthranilate,2.120981e-05
Neptuniibacter,3-Hydroxyanthranilate,2.120981e-05
Nioella,3-Hydroxyanthranilate,2.120981e-05
Nitrincola,3-Hydroxyanthranilate,2.120981e-05
Oceanibaculum,3-Hydroxyanthranilate,2.120981e-05
Oceanicola,3-Hydroxyanthranilate,2.120981e-05
Oceanisphaera,3-Hydroxyanthranilate,2.120981e-05
Octadecabacter,3-Hydroxyanthranilate,2.120981e-05
Oligella,3-Hydroxyanthranilate,2.120981e-05
Olivibacter,3-Hydroxyanthranilate,2.120981e-05
Orenia,3-Hydroxyanthranilate,2.120981e-05
Oscillatoria,3-Hydroxyanthranilate,2.120981e-05
Paeniglutamicibacter,3-Hydroxyanthranilate,2.120981e-05
Pandoraea,3-Hydroxyanthranilate,2.120981e-05
Paraglaciecola,3-Hydroxyanthranilate,2.120981e-05
Pararhizobium,3-Hydroxyanthranilate,2.120981e-05
Pelagibacterium,3-Hydroxyanthranilate,2.120981e-05
Peptoanaerobacter,3-Hydroxyanthranilate,2.120981e-05
Peptoclostridium,3-Hydroxyanthranilate,2.120981e-05
Phormidium,3-Hydroxyanthranilate,2.120981e-05
Pleomorphomonas,3-Hydroxyanthranilate,2.120981e-05
Poseidonocella,3-Hydroxyanthranilate,2.120981e-05
Prauserella,3-Hydroxyanthranilate,2.120981e-05
Pseudaminobacter,3-Hydroxyanthranilate,2.120981e-05
Pseudophaeobacter,3-Hydroxyanthranilate,2.120981e-05
Ramlibacter,3-Hydroxyanthranilate,2.120981e-05
Rathayibacter,3-Hydroxyanthranilate,2.120981e-05
Reichenbachiella,3-Hydroxyanthranilate,2.120981e-05
Rhodomicrobium,3-Hydroxyanthranilate,2.120981e-05
Rhodovulum,3-Hydroxyanthranilate,2.120981e-05
Rodentibacter,3-Hydroxyanthranilate,2.120981e-05
Roseivirga,3-Hydroxyanthranilate,2.120981e-05
Rubellimicrobium,3-Hydroxyanthranilate,2.120981e-05
Saccharibacillus,3-Hydroxyanthranilate,2.120981e-05
Saccharothrix,3-Hydroxyanthranilate,2.120981e-05
Salegentibacter,3-Hydroxyanthranilate,2.120981e-05
Salibacterium,3-Hydroxyanthranilate,2.120981e-05
Salinisphaera,3-Hydroxyanthranilate,2.120981e-05
Salinivibrio,3-Hydroxyanthranilate,2.120981e-05
Salipaludibacillus,3-Hydroxyanthranilate,2.120981e-05
Scytonema,3-Hydroxyanthranilate,2.120981e-05
Sedimenticola,3-Hydroxyanthranilate,2.120981e-05
Sediminibacillus,3-Hydroxyanthranilate,2.120981e-05
Sediminibacterium,3-Hydroxyanthranilate,2.120981e-05
Spiribacter,3-Hydroxyanthranilate,2.120981e-05
Spirulina,3-Hydroxyanthranilate,2.120981e-05
Stappia,3-Hydroxyanthranilate,2.120981e-05
Sulfurovum,3-Hydroxyanthranilate,2.120981e-05
Sunxiuqinia,3-Hydroxyanthranilate,2.120981e-05
Taylorella,3-Hydroxyanthranilate,2.120981e-05
Tepidanaerobacter,3-Hydroxyanthranilate,2.120981e-05
Tepidibacter,3-Hydroxyanthranilate,2.120981e-05
Tepidimonas,3-Hydroxyanthranilate,2.120981e-05
Terribacillus,3-Hydroxyanthranilate,2.120981e-05
Thalassobius,3-Hydroxyanthranilate,2.120981e-05
Thermaerobacter,3-Hydroxyanthranilate,2.120981e-05
Thermoactinomyces,3-Hydroxyanthranilate,2.120981e-05
Thermoanaerobacterium,3-Hydroxyanthranilate,2.120981e-05
Thermocrispum,3-Hydroxyanthranilate,2.120981e-05
Thermogemmatispora,3-Hydroxyanthranilate,2.120981e-05
Thioalkalivibrio,3-Hydroxyanthranilate,2.120981e-05
Thiomicrorhabdus,3-Hydroxyanthranilate,2.120981e-05
Tolypothrix,3-Hydroxyanthranilate,2.120981e-05
Tropicimonas,3-Hydroxyanthranilate,2.120981e-05
unclassified_Actinobacteria,3-Hydroxyanthranilate,2.120981e-05
unclassified_Gammaproteobacteria_incertae_sedis,3-Hydroxyanthranilate,2.120981e-05
unclassified_Oscillatoriales,3-Hydroxyanthranilate,2.120981e-05
unclassified_Peptostreptococcaceae,3-Hydroxyanthranilate,2.120981e-05
Vagococcus,3-Hydroxyanthranilate,2.120981e-05
Verrucomicrobium,3-Hydroxyanthranilate,2.120981e-05
Yaniella,3-Hydroxyanthranilate,2.120981e-05
Acaricomes,3-Hydroxyanthranilate,2.121060e-05
Acetitomaculum,3-Hydroxyanthranilate,2.121060e-05
Acetohalobium,3-Hydroxyanthranilate,2.121060e-05
Acetonema,3-Hydroxyanthranilate,2.121060e-05
Acidaminobacter,3-Hydroxyanthranilate,2.121060e-05
Acidibacillus,3-Hydroxyanthranilate,2.121060e-05
Acidiferrobacter,3-Hydroxyanthranilate,2.121060e-05
Acidimangrovimonas,3-Hydroxyanthranilate,2.121060e-05
Acidithrix,3-Hydroxyanthranilate,2.121060e-05
Acidomonas,3-Hydroxyanthranilate,2.121060e-05
Actinocatenispora,3-Hydroxyanthranilate,2.121060e-05
Actinomycetospora,3-Hydroxyanthranilate,2.121060e-05
Actinospica,3-Hydroxyanthranilate,2.121060e-05
Actinotalea,3-Hydroxyanthranilate,2.121060e-05
Acutalibacter,3-Hydroxyanthranilate,2.121060e-05
Acuticoccus,3-Hydroxyanthranilate,2.121060e-05
Adhaeribacter,3-Hydroxyanthranilate,2.121060e-05
Advenella,3-Hydroxyanthranilate,2.121060e-05
Aestuariibacter,3-Hydroxyanthranilate,2.121060e-05
Aestuariimicrobium,3-Hydroxyanthranilate,2.121060e-05
Aestuariivita,3-Hydroxyanthranilate,2.121060e-05
Agreia,3-Hydroxyanthranilate,2.121060e-05
Agrilactobacillus,3-Hydroxyanthranilate,2.121060e-05
Ahrensia,3-Hydroxyanthranilate,2.121060e-05
Aidingimonas,3-Hydroxyanthranilate,2.121060e-05
Albidovulum,3-Hydroxyanthranilate,2.121060e-05
Aldersonia,3-Hydroxyanthranilate,2.121060e-05
Algicola,3-Hydroxyanthranilate,2.121060e-05
Algiphilus,3-Hydroxyanthranilate,2.121060e-05
Algoriella,3-Hydroxyanthranilate,2.121060e-05
Aliagarivorans,3-Hydroxyanthranilate,2.121060e-05
Aliarcobacter,3-Hydroxyanthranilate,2.121060e-05
Alicycliphilus,3-Hydroxyanthranilate,2.121060e-05
Aliicoccus,3-Hydroxyanthranilate,2.121060e-05
Aliifodinibius,3-Hydroxyanthranilate,2.121060e-05
Aliiglaciecola,3-Hydroxyanthranilate,2.121060e-05
Aliterella,3-Hydroxyanthranilate,2.121060e-05
Alkalibacillus,3-Hydroxyanthranilate,2.121060e-05
Alkalibacter,3-Hydroxyanthranilate,2.121060e-05
Alkaliflexus,3-Hydroxyanthranilate,2.121060e-05
Alkalimonas,3-Hydroxyanthranilate,2.121060e-05
Alkalitalea,3-Hydroxyanthranilate,2.121060e-05
Alkanindiges,3-Hydroxyanthranilate,2.121060e-05
Allobaculum,3-Hydroxyanthranilate,2.121060e-05
Allofustis,3-Hydroxyanthranilate,2.121060e-05
Alloiococcus,3-Hydroxyanthranilate,2.121060e-05
Allokutzneria,3-Hydroxyanthranilate,2.121060e-05
Allosalinactinospora,3-Hydroxyanthranilate,2.121060e-05
Altererythrobacter,3-Hydroxyanthranilate,2.121060e-05
Alterileibacterium,3-Hydroxyanthranilate,2.121060e-05
Alysiella,3-Hydroxyanthranilate,2.121060e-05
Amantichitinum,3-Hydroxyanthranilate,2.121060e-05
Aminiphilus,3-Hydroxyanthranilate,2.121060e-05
Aminobacter,3-Hydroxyanthranilate,2.121060e-05
Aminomonas,3-Hydroxyanthranilate,2.121060e-05
Amorphus,3-Hydroxyanthranilate,2.121060e-05
Amphiplicatus,3-Hydroxyanthranilate,2.121060e-05
Amylolactobacillus,3-Hydroxyanthranilate,2.121060e-05
Anaeroarcus,3-Hydroxyanthranilate,2.121060e-05
Anaerobium,3-Hydroxyanthranilate,2.121060e-05
Anaerobranca,3-Hydroxyanthranilate,2.121060e-05
Anaeromassilibacillus,3-Hydroxyanthranilate,2.121060e-05
Anaerophaga,3-Hydroxyanthranilate,2.121060e-05
Anaerosalibacter,3-Hydroxyanthranilate,2.121060e-05
Anaerosphaera,3-Hydroxyanthranilate,2.121060e-05
Anaerosporomusa,3-Hydroxyanthranilate,2.121060e-05
Anaerovibrio,3-Hydroxyanthranilate,2.121060e-05
Anaerovirgula,3-Hydroxyanthranilate,2.121060e-05
Anaerovorax,3-Hydroxyanthranilate,2.121060e-05
Ancylobacter,3-Hydroxyanthranilate,2.121060e-05
Anditalea,3-Hydroxyanthranilate,2.121060e-05
Andreesenia,3-Hydroxyanthranilate,2.121060e-05
Angelakisella,3-Hydroxyanthranilate,2.121060e-05
Antarctobacter,3-Hydroxyanthranilate,2.121060e-05
Aphanizomenon,3-Hydroxyanthranilate,2.121060e-05
Apibacter,3-Hydroxyanthranilate,2.121060e-05
Aquabacterium,3-Hydroxyanthranilate,2.121060e-05
Aquaspirillum,3-Hydroxyanthranilate,2.121060e-05
Aquiflexum,3-Hydroxyanthranilate,2.121060e-05
Aquimixticola,3-Hydroxyanthranilate,2.121060e-05
Aquimonas,3-Hydroxyanthranilate,2.121060e-05
Aquincola,3-Hydroxyanthranilate,2.121060e-05
Aquisalimonas,3-Hydroxyanthranilate,2.121060e-05
Aquitalea,3-Hydroxyanthranilate,2.121060e-05
Arabia,3-Hydroxyanthranilate,2.121060e-05
Arachidicoccus,3-Hydroxyanthranilate,2.121060e-05
Archangium,3-Hydroxyanthranilate,2.121060e-05
Ardenticatena,3-Hydroxyanthranilate,2.121060e-05
Arenitalea,3-Hydroxyanthranilate,2.121060e-05
Arhodomonas,3-Hydroxyanthranilate,2.121060e-05
Arsenicibacter,3-Hydroxyanthranilate,2.121060e-05
Arsenicicoccus,3-Hydroxyanthranilate,2.121060e-05
Arthrospira,3-Hydroxyanthranilate,2.121060e-05
Asaccharospora,3-Hydroxyanthranilate,2.121060e-05
Asanoa,3-Hydroxyanthranilate,2.121060e-05
Asticcacaulis,3-Hydroxyanthranilate,2.121060e-05
Atopobacter,3-Hydroxyanthranilate,2.121060e-05
Atopococcus,3-Hydroxyanthranilate,2.121060e-05
Atopostipes,3-Hydroxyanthranilate,2.121060e-05
Auraticoccus,3-Hydroxyanthranilate,2.121060e-05
Auricoccus,3-Hydroxyanthranilate,2.121060e-05
Austwickia,3-Hydroxyanthranilate,2.121060e-05
Azoarcus,3-Hydroxyanthranilate,2.121060e-05
Azonexus,3-Hydroxyanthranilate,2.121060e-05
Azospira,3-Hydroxyanthranilate,2.121060e-05
Azovibrio,3-Hydroxyanthranilate,2.121060e-05
Balneatrix,3-Hydroxyanthranilate,2.121060e-05
Balneola,3-Hydroxyanthranilate,2.121060e-05
Bariatricus,3-Hydroxyanthranilate,2.121060e-05
Basilea,3-Hydroxyanthranilate,2.121060e-05
Bauldia,3-Hydroxyanthranilate,2.121060e-05
Bavariicoccus,3-Hydroxyanthranilate,2.121060e-05
Beduini,3-Hydroxyanthranilate,2.121060e-05
Bellilinea,3-Hydroxyanthranilate,2.121060e-05
Bergeriella,3-Hydroxyanthranilate,2.121060e-05
Bergeyella,3-Hydroxyanthranilate,2.121060e-05
Bernardetia,3-Hydroxyanthranilate,2.121060e-05
Bibersteinia,3-Hydroxyanthranilate,2.121060e-05
Bittarella,3-Hydroxyanthranilate,2.121060e-05
Blastochloris,3-Hydroxyanthranilate,2.121060e-05
Blastopirellula,3-Hydroxyanthranilate,2.121060e-05
Boudabousia,3-Hydroxyanthranilate,2.121060e-05
Brenneria,3-Hydroxyanthranilate,2.121060e-05
Brevefilum,3-Hydroxyanthranilate,2.121060e-05
Brevinema,3-Hydroxyanthranilate,2.121060e-05
Brevirhabdus,3-Hydroxyanthranilate,2.121060e-05
Bryobacter,3-Hydroxyanthranilate,2.121060e-05
Buchananella,3-Hydroxyanthranilate,2.121060e-05
Budvicia,3-Hydroxyanthranilate,2.121060e-05
Buttiauxella,3-Hydroxyanthranilate,2.121060e-05
Caecibacter,3-Hydroxyanthranilate,2.121060e-05
Caenibacillus,3-Hydroxyanthranilate,2.121060e-05
Caenispirillum,3-Hydroxyanthranilate,2.121060e-05
Caldalkalibacillus,3-Hydroxyanthranilate,2.121060e-05
Caldanaerovirga,3-Hydroxyanthranilate,2.121060e-05
Calderihabitans,3-Hydroxyanthranilate,2.121060e-05
Caldibacillus,3-Hydroxyanthranilate,2.121060e-05
Caldicoprobacter,3-Hydroxyanthranilate,2.121060e-05
Caldilinea,3-Hydroxyanthranilate,2.121060e-05
Caldimicrobium,3-Hydroxyanthranilate,2.121060e-05
Caldimonas,3-Hydroxyanthranilate,2.121060e-05
Caldisalinibacter,3-Hydroxyanthranilate,2.121060e-05
Caldisericum,3-Hydroxyanthranilate,2.121060e-05
Calditerricola,3-Hydroxyanthranilate,2.121060e-05
Calditerrivibrio,3-Hydroxyanthranilate,2.121060e-05
Caloranaerobacter,3-Hydroxyanthranilate,2.121060e-05
Candidatus_Kinetoplastibacterium,3-Hydroxyanthranilate,2.121060e-05
Candidatus_Protochlamydia,3-Hydroxyanthranilate,2.121060e-05
Carboxydocella,3-Hydroxyanthranilate,2.121060e-05
Carnimonas,3-Hydroxyanthranilate,2.121060e-05
Catalinimonas,3-Hydroxyanthranilate,2.121060e-05
Catelliglobosispora,3-Hydroxyanthranilate,2.121060e-05
Catenuloplanes,3-Hydroxyanthranilate,2.121060e-05
Caviibacter,3-Hydroxyanthranilate,2.121060e-05
Cecembia,3-Hydroxyanthranilate,2.121060e-05
Cellulophaga,3-Hydroxyanthranilate,2.121060e-05
Centipeda,3-Hydroxyanthranilate,2.121060e-05
Cesiribacter,3-Hydroxyanthranilate,2.121060e-05
Chamaesiphon,3-Hydroxyanthranilate,2.121060e-05
Chelatococcus,3-Hydroxyanthranilate,2.121060e-05
Chelonobacter,3-Hydroxyanthranilate,2.121060e-05
Chishuiella,3-Hydroxyanthranilate,2.121060e-05
Chitinibacter,3-Hydroxyanthranilate,2.121060e-05
Chitiniphilus,3-Hydroxyanthranilate,2.121060e-05
Chitinivibrio,3-Hydroxyanthranilate,2.121060e-05
Chloracidobacterium,3-Hydroxyanthranilate,2.121060e-05
Chlorogloeopsis,3-Hydroxyanthranilate,2.121060e-05
Chondromyces,3-Hydroxyanthranilate,2.121060e-05
Chroococcidiopsis,3-Hydroxyanthranilate,2.121060e-05
Chroogloeocystis,3-Hydroxyanthranilate,2.121060e-05
Chryseolinea,3-Hydroxyanthranilate,2.121060e-05
Chrysiogenes,3-Hydroxyanthranilate,2.121060e-05
Chthoniobacter,3-Hydroxyanthranilate,2.121060e-05
Chthonomonas,3-Hydroxyanthranilate,2.121060e-05
Citreimonas,3-Hydroxyanthranilate,2.121060e-05
Clostridiisalibacter,3-Hydroxyanthranilate,2.121060e-05
Cnuella,3-Hydroxyanthranilate,2.121060e-05
Cnuibacter,3-Hydroxyanthranilate,2.121060e-05
Cognatishimia,3-Hydroxyanthranilate,2.121060e-05
Cohaesibacter,3-Hydroxyanthranilate,2.121060e-05
Coleofasciculus,3-Hydroxyanthranilate,2.121060e-05
Colibacter,3-Hydroxyanthranilate,2.121060e-05
Collimonas,3-Hydroxyanthranilate,2.121060e-05
Commensalibacter,3-Hydroxyanthranilate,2.121060e-05
Congregibacter,3-Hydroxyanthranilate,2.121060e-05
Corallococcus,3-Hydroxyanthranilate,2.121060e-05
Coriobacterium,3-Hydroxyanthranilate,2.121060e-05
Couchioplanes,3-Hydroxyanthranilate,2.121060e-05
Crenobacter,3-Hydroxyanthranilate,2.121060e-05
Crenothrix,3-Hydroxyanthranilate,2.121060e-05
Criblamydia,3-Hydroxyanthranilate,2.121060e-05
Cribrihabitans,3-Hydroxyanthranilate,2.121060e-05
Crinalium,3-Hydroxyanthranilate,2.121060e-05
Croceitalea,3-Hydroxyanthranilate,2.121060e-05
Crocinitomix,3-Hydroxyanthranilate,2.121060e-05
Crocosphaera,3-Hydroxyanthranilate,2.121060e-05
Crossiella,3-Hydroxyanthranilate,2.121060e-05
Cucumibacter,3-Hydroxyanthranilate,2.121060e-05
Culturomica,3-Hydroxyanthranilate,2.121060e-05
Cyanobacterium,3-Hydroxyanthranilate,2.121060e-05
Cyanobium,3-Hydroxyanthranilate,2.121060e-05
Cycloclasticus,3-Hydroxyanthranilate,2.121060e-05
Cylindrospermopsis,3-Hydroxyanthranilate,2.121060e-05
Cylindrospermum,3-Hydroxyanthranilate,2.121060e-05
Cystobacter,3-Hydroxyanthranilate,2.121060e-05
Dactylococcopsis,3-Hydroxyanthranilate,2.121060e-05
Dactylosporangium,3-Hydroxyanthranilate,2.121060e-05
Dakarella,3-Hydroxyanthranilate,2.121060e-05
Dasania,3-Hydroxyanthranilate,2.121060e-05
Deefgea,3-Hydroxyanthranilate,2.121060e-05
Deferribacter,3-Hydroxyanthranilate,2.121060e-05
Deferrisoma,3-Hydroxyanthranilate,2.121060e-05
Defluviimonas,3-Hydroxyanthranilate,2.121060e-05
Defluviitalea,3-Hydroxyanthranilate,2.121060e-05
Defluviitoga,3-Hydroxyanthranilate,2.121060e-05
Dehalobacter,3-Hydroxyanthranilate,2.121060e-05
Dehalobacterium,3-Hydroxyanthranilate,2.121060e-05
Demetria,3-Hydroxyanthranilate,2.121060e-05
Dendrosporobacter,3-Hydroxyanthranilate,2.121060e-05
Denitrobacterium,3-Hydroxyanthranilate,2.121060e-05
Denitrovibrio,3-Hydroxyanthranilate,2.121060e-05
Dermabacter,3-Hydroxyanthranilate,2.121060e-05
Dermatophilus,3-Hydroxyanthranilate,2.121060e-05
Desemzia,3-Hydroxyanthranilate,2.121060e-05
Desnuesiella,3-Hydroxyanthranilate,2.121060e-05
Desulfamplus,3-Hydroxyanthranilate,2.121060e-05
Desulfarculus,3-Hydroxyanthranilate,2.121060e-05
Desulfatibacillum,3-Hydroxyanthranilate,2.121060e-05
Desulfatiglans,3-Hydroxyanthranilate,2.121060e-05
Desulfatirhabdium,3-Hydroxyanthranilate,2.121060e-05
Desulfatitalea,3-Hydroxyanthranilate,2.121060e-05
Desulfitibacter,3-Hydroxyanthranilate,2.121060e-05
Desulfobacca,3-Hydroxyanthranilate,2.121060e-05
Desulfobacula,3-Hydroxyanthranilate,2.121060e-05
Desulfocapsa,3-Hydroxyanthranilate,2.121060e-05
Desulfocarbo,3-Hydroxyanthranilate,2.121060e-05
Desulfocurvibacter,3-Hydroxyanthranilate,2.121060e-05
Desulfocurvus,3-Hydroxyanthranilate,2.121060e-05
Desulfofustis,3-Hydroxyanthranilate,2.121060e-05
Desulfohalotomaculum,3-Hydroxyanthranilate,2.121060e-05
Desulfohalovibrio,3-Hydroxyanthranilate,2.121060e-05
Desulfoluna,3-Hydroxyanthranilate,2.121060e-05
Desulfomonile,3-Hydroxyanthranilate,2.121060e-05
Desulfonatronospira,3-Hydroxyanthranilate,2.121060e-05
Desulfonauticus,3-Hydroxyanthranilate,2.121060e-05
Desulfonispora,3-Hydroxyanthranilate,2.121060e-05
Desulfopila,3-Hydroxyanthranilate,2.121060e-05
Desulfoplanes,3-Hydroxyanthranilate,2.121060e-05
Desulforegula,3-Hydroxyanthranilate,2.121060e-05
Desulforhopalus,3-Hydroxyanthranilate,2.121060e-05
Desulfosarcina,3-Hydroxyanthranilate,2.121060e-05
Desulfospira,3-Hydroxyanthranilate,2.121060e-05
Desulfotignum,3-Hydroxyanthranilate,2.121060e-05
Desulfovermiculus,3-Hydroxyanthranilate,2.121060e-05
Desulfovirgula,3-Hydroxyanthranilate,2.121060e-05
Desulfurispirillum,3-Hydroxyanthranilate,2.121060e-05
Desulfurispora,3-Hydroxyanthranilate,2.121060e-05
Desulfuromusa,3-Hydroxyanthranilate,2.121060e-05
Dethiobacter,3-Hydroxyanthranilate,2.121060e-05
Dethiosulfatarculus,3-Hydroxyanthranilate,2.121060e-05
Devriesea,3-Hydroxyanthranilate,2.121060e-05
Diaphorobacter,3-Hydroxyanthranilate,2.121060e-05
Dissulfuribacter,3-Hydroxyanthranilate,2.121060e-05
Dokdonella,3-Hydroxyanthranilate,2.121060e-05
Dolichospermum,3-Hydroxyanthranilate,2.121060e-05
Dolosicoccus,3-Hydroxyanthranilate,2.121060e-05
Donghicola,3-Hydroxyanthranilate,2.121060e-05
Draconibacterium,3-Hydroxyanthranilate,2.121060e-05
Dubosiella,3-Hydroxyanthranilate,2.121060e-05
Duganella,3-Hydroxyanthranilate,2.121060e-05
Duodenibacillus,3-Hydroxyanthranilate,2.121060e-05
Edaphobacillus,3-Hydroxyanthranilate,2.121060e-05
Edaphobacter,3-Hydroxyanthranilate,2.121060e-05
Effusibacillus,3-Hydroxyanthranilate,2.121060e-05
Eisenibacter,3-Hydroxyanthranilate,2.121060e-05
Elioraea,3-Hydroxyanthranilate,2.121060e-05
Elizabethkingia,3-Hydroxyanthranilate,2.121060e-05
Elstera,3-Hydroxyanthranilate,2.121060e-05
Embleya,3-Hydroxyanthranilate,2.121060e-05
Empedobacter,3-Hydroxyanthranilate,2.121060e-05
Endomicrobium,3-Hydroxyanthranilate,2.121060e-05
Enhydrobacter,3-Hydroxyanthranilate,2.121060e-05
Enteractinococcus,3-Hydroxyanthranilate,2.121060e-05
Enterorhabdus,3-Hydroxyanthranilate,2.121060e-05
Eremococcus,3-Hydroxyanthranilate,2.121060e-05
Ethanoligenens,3-Hydroxyanthranilate,2.121060e-05
Euryhalocaulis,3-Hydroxyanthranilate,2.121060e-05
Ezakiella,3-Hydroxyanthranilate,2.121060e-05
Ferrimicrobium,3-Hydroxyanthranilate,2.121060e-05
Ferrithrix,3-Hydroxyanthranilate,2.121060e-05
Ferrovum,3-Hydroxyanthranilate,2.121060e-05
Fervidicella,3-Hydroxyanthranilate,2.121060e-05
Fervidicola,3-Hydroxyanthranilate,2.121060e-05
Fibrella,3-Hydroxyanthranilate,2.121060e-05
Fibrisoma,3-Hydroxyanthranilate,2.121060e-05
Filimonas,3-Hydroxyanthranilate,2.121060e-05
Filomicrobium,3-Hydroxyanthranilate,2.121060e-05
Fimbriiglobus,3-Hydroxyanthranilate,2.121060e-05
Fimbriimonas,3-Hydroxyanthranilate,2.121060e-05
Fischerella,3-Hydroxyanthranilate,2.121060e-05
Flammeovirga,3-Hydroxyanthranilate,2.121060e-05
Flavimobilis,3-Hydroxyanthranilate,2.121060e-05
Flavisolibacter,3-Hydroxyanthranilate,2.121060e-05
Flectobacillus,3-Hydroxyanthranilate,2.121060e-05
Flexibacter,3-Hydroxyanthranilate,2.121060e-05
Flexilinea,3-Hydroxyanthranilate,2.121060e-05
Flexistipes,3-Hydroxyanthranilate,2.121060e-05
Flexithrix,3-Hydroxyanthranilate,2.121060e-05
Fluviicola,3-Hydroxyanthranilate,2.121060e-05
Fodinicurvata,3-Hydroxyanthranilate,2.121060e-05
Fontibacillus,3-Hydroxyanthranilate,2.121060e-05
Formivibrio,3-Hydroxyanthranilate,2.121060e-05
Fortiea,3-Hydroxyanthranilate,2.121060e-05
Franconibacter,3-Hydroxyanthranilate,2.121060e-05
Friedmanniella,3-Hydroxyanthranilate,2.121060e-05
Frischella,3-Hydroxyanthranilate,2.121060e-05
Fuerstia,3-Hydroxyanthranilate,2.121060e-05
Galbibacter,3-Hydroxyanthranilate,2.121060e-05
Gallaecimonas,3-Hydroxyanthranilate,2.121060e-05
Gallionella,3-Hydroxyanthranilate,2.121060e-05
Garciella,3-Hydroxyanthranilate,2.121060e-05
Gayadomonas,3-Hydroxyanthranilate,2.121060e-05
Gelidibacter,3-Hydroxyanthranilate,2.121060e-05
Geminicoccus,3-Hydroxyanthranilate,2.121060e-05
Geminisphaera,3-Hydroxyanthranilate,2.121060e-05
Geminocystis,3-Hydroxyanthranilate,2.121060e-05
Gemmata,3-Hydroxyanthranilate,2.121060e-05
Geofilum,3-Hydroxyanthranilate,2.121060e-05
Geopsychrobacter,3-Hydroxyanthranilate,2.121060e-05
Geosporobacter,3-Hydroxyanthranilate,2.121060e-05
Geothrix,3-Hydroxyanthranilate,2.121060e-05
Geotoga,3-Hydroxyanthranilate,2.121060e-05
Giesbergeria,3-Hydroxyanthranilate,2.121060e-05
Gilliamella,3-Hydroxyanthranilate,2.121060e-05
Gimesia,3-Hydroxyanthranilate,2.121060e-05
Glaciibacter,3-Hydroxyanthranilate,2.121060e-05
Globicatella,3-Hydroxyanthranilate,2.121060e-05
Gorillibacterium,3-Hydroxyanthranilate,2.121060e-05
Gracilimonas,3-Hydroxyanthranilate,2.121060e-05
Granulicoccus,3-Hydroxyanthranilate,2.121060e-05
Granulosicoccus,3-Hydroxyanthranilate,2.121060e-05
Gryllotalpicola,3-Hydroxyanthranilate,2.121060e-05
Gulbenkiania,3-Hydroxyanthranilate,2.121060e-05
Gynuella,3-Hydroxyanthranilate,2.121060e-05
Haematobacter,3-Hydroxyanthranilate,2.121060e-05
Haematomicrobium,3-Hydroxyanthranilate,2.121060e-05
Halalkalibacillus,3-Hydroxyanthranilate,2.121060e-05
Halarsenatibacter,3-Hydroxyanthranilate,2.121060e-05
Haliea,3-Hydroxyanthranilate,2.121060e-05
Haliscomenobacter,3-Hydroxyanthranilate,2.121060e-05
Haloactinobacterium,3-Hydroxyanthranilate,2.121060e-05
Halobacteriovorax,3-Hydroxyanthranilate,2.121060e-05
Halobacteroides,3-Hydroxyanthranilate,2.121060e-05
Haloglycomyces,3-Hydroxyanthranilate,2.121060e-05
Halomicronema,3-Hydroxyanthranilate,2.121060e-05
Halonatronum,3-Hydroxyanthranilate,2.121060e-05
Haloplasma,3-Hydroxyanthranilate,2.121060e-05
Halotalea,3-Hydroxyanthranilate,2.121060e-05
Halpernia,3-Hydroxyanthranilate,2.121060e-05
