ncbi_taxon_id	taxon_rank_level	relative_abundance	scientific_name
687525	species	0.00448069	Rubellimicrobium roseum
634771	species	0.00448069	Chitinophaga eiseniae
1134405	species	0.00448069	Melioribacter roseus
1221450	species	0.00448069	Bacillus abyssalis
363872	species	0.00448069	Bacillus panaciterrae
43770	species	0.00448069	Corynebacterium striatum
358743	species	0.00448069	[Clostridium] citroniae
1685	species	0.00448069	Bifidobacterium breve
202611	species	0.00448069	Lysinibacillus odysseyi
626937	species	0.00448069	Christensenella minuta
-1	species	46.0973	Unknown
820	species	13.0866	Bacteroides uniformis
1755626	species	11.5297	Faecalibacterium sp. MC_41
28116	species	11.4269	Bacteroides ovatus
39485	species	6.95454	[Eubacterium] eligens
187327	species	4.37688	Acidaminococcus intestini
818	species	4.07579	Bacteroides thetaiotaomicron
69825	species	2.5336	[Clostridium] indolis
47678	species	2.49688	Bacteroides caccae
328813	species	1.83594	Alistipes onderdonkii
487175	species	1.79188	Parasutterella excrementihominis
1264	species	1.71844	Ruminococcus albus
821	species	1.63766	Bacteroides vulgatus
28026	species	1.63032	Bifidobacterium pseudocatenulatum
28111	species	1.32922	Bacteroides eggerthii
329854	species	1.23375	Bacteroides intestinalis
823	species	1.04281	Parabacteroides distasonis
301301	species	1.04281	Roseburia hominis
536633	species	1.04281	Blautia glucerasea
39484	species	0.998752	Eubacterium desmolans
208479	species	0.962033	[Clostridium] bolteae
78342	species	0.925314	Bifidobacterium gallicum
40519	species	0.697657	Ruminococcus callidus
246787	species	0.68297	Bacteroides cellulosilyticus
357276	species	0.594845	Bacteroides dorei
28117	species	0.56547	Alistipes putredinis
40520	species	0.528751	Blautia obeum
626930	species	0.514063	Bacteroides fluxus
115979	species	0.499376	Bacillus nealsonii
84030	species	0.477344	[Clostridium] saccharolyticum
216816	species	0.470001	Bifidobacterium longum
291645	species	0.455313	Bacteroides nordii
35833	species	0.455313	Bilophila wadsworthia
1512	species	0.447969	[Clostridium] symbiosum
239935	species	0.411251	Akkermansia muciniphila
1535	species	0.411251	[Clostridium] leptum
328814	species	0.367188	Alistipes shahii
33043	species	0.330469	Coprococcus eutactus
351091	species	0.315782	Oscillibacter valericigenes
44749	species	0.249688	Sporobacter termitidis
387661	species	0.242344	Parabacteroides johnsonii
29370	species	0.227657	[Clostridium] sphenoides
169435	species	0.220313	Anaerotruncus colihominis
28118	species	0.212969	Odoribacter splanchnicus
410072	species	0.190938	Coprococcus comes
371601	species	0.183594	Bacteroides xylanisolvens
28446	species	0.168907	[Clostridium] propionicum
204516	species	0.161563	Bacteroides massiliensis
46503	species	0.161563	Parabacteroides merdae
214856	species	0.161563	Alistipes finegoldii
28128	species	0.154219	Prevotella corporis
1465754	species	0.124844	Alistipes timonensis
1515	species	0.110156	Ruminiclostridium thermocellum
46506	species	0.110156	Bacteroides stercoris
29375	species	0.102813	[Clostridium] xylanolyticum
52787	species	0.0954689	Anaerofilum pentosovorans
39486	species	0.0954689	Dorea formicigenerans
166486	species	0.0954689	Roseburia intestinalis
502558	species	0.0954689	Eggerthella sp. YY7918
29347	species	0.0881251	[Clostridium] scindens
76517	species	0.0807814	Campylobacter hominis
1680	species	0.0734376	Bifidobacterium adolescentis
574930	species	0.0734376	Parabacteroides gordonii
146817	species	0.0734376	Dendrosporobacter quercicolus
46228	species	0.0734376	Ruminococcus lactaris
1685	species	0.0734376	Bifidobacterium breve
39496	species	0.0660939	Eubacterium ventriosum
392838	species	0.0587501	Bacteroides propionicifaciens
29348	species	0.0587501	[Clostridium] spiroforme
1265	species	0.0587501	Ruminococcus flavefaciens
36847	species	0.0587501	[Clostridium] neopropionicum
471189	species	0.0514063	Gordonibacter pamelaeae
1755607	species	0.0514063	Bacteroides sp. MC_16
356829	species	0.0440626	Bifidobacterium tsurumiense
645466	species	0.0367188	Anaerostipes butyraticus
151276	species	0.0367188	Bacteroides coprosuis
28025	species	0.0367188	Bifidobacterium animalis
881	species	0.0367188	Desulfovibrio vulgaris
626931	species	0.0367188	Bacteroides oleiciplenus
100884	species	0.0367188	Coprobacillus cateniformis
39490	species	0.029375	Eubacterium ramulus
105841	species	0.029375	Anaerostipes caccae
1686	species	0.029375	Bifidobacterium catenulatum
28037	species	0.029375	Streptococcus mitis
167964	species	0.029375	Anaerolinea thermophila
35785	species	0.029375	Clostridium maximum
358742	species	0.029375	[Clostridium] aldenense
732242	species	0.0220313	Bacteroides paurosaccharolyticus
61171	species	0.0220313	Holdemania filiformis
37734	species	0.0220313	Enterococcus casseliflavus
1350067	species	0.0220313	Microbacter margulisiae
762210	species	0.0220313	Bifidobacterium saguini
871324	species	0.0220313	Bacteroides stercorirosoris
1308	species	0.0220313	Streptococcus thermophilus
143393	species	0.0220313	[Eubacterium] sulci
33035	species	0.0220313	Blautia producta
97253	species	0.0220313	Eubacterium plexicaudatum
839	species	0.0220313	Prevotella ruminicola
1352	species	0.0220313	Enterococcus faecium
876	species	0.0220313	Desulfovibrio desulfuricans
39491	species	0.0220313	[Eubacterium] rectale
35760	species	0.0220313	Bifidobacterium choerinum
290053	species	0.0220313	Bacteroides helcogenes
35517	species	0.0220313	[Eubacterium] brachy
397865	species	0.0220313	Barnesiella viscericola
39497	species	0.0146875	Eubacterium xylanophilum
185300	species	0.0146875	Paludibacter propionicigenes
288965	species	0.0146875	[Clostridium] clariflavum
40518	species	0.0146875	Ruminococcus bromii
36835	species	0.0146875	[Clostridium] colinum
29364	species	0.0146875	[Clostridium] polysaccharolyticum
634771	species	0.0146875	Chitinophaga eiseniae
762212	species	0.0146875	Bifidobacterium biavatii
905	species	0.0146875	Acidaminococcus fermentans
218538	species	0.0146875	Dialister invisus
42256	species	0.0146875	Rubrobacter radiotolerans
650643	species	0.0146875	Alistipes sp. RMA 9912
39488	species	0.0146875	[Eubacterium] hallii
84112	species	0.0146875	Eggerthella lenta
552810	species	0.0146875	Dehalogenimonas lykanthroporepellens
817	species	0.0146875	Bacteroides fragilis
1042156	species	0.00734376	Clostridium sp. SY8519
310298	species	0.00734376	Bacteroides coprocola
45851	species	0.00734376	Butyrivibrio crossotus
187145	species	0.00734376	Caldithrix abyssi
76832	species	0.00734376	Myroides odoratimimus
45076	species	0.00734376	Legionella worsleiensis
312279	species	0.00734376	Emticicia oligotrophica
185008	species	0.00734376	Butyrivibrio hungatei
743722	species	0.00734376	Sphingobacterium sp. 21
1646	species	0.00734376	Renibacterium salmoninarum
907	species	0.00734376	Megasphaera elsdenii
999468	species	0.00734376	Sphingobacterium sp. LMG 8345
33038	species	0.00734376	[Ruminococcus] gnavus
467210	species	0.00734376	Lachnoanaerobaculum saburreum
140626	species	0.00734376	Lachnobacterium bovis
1282	species	0.00734376	Staphylococcus epidermidis
156456	species	0.00734376	Anaeroglobus geminatus
626935	species	0.00734376	Collinsella tanakaei
1582	species	0.00734376	Lactobacillus casei
78448	species	0.00734376	Bifidobacterium pullorum
871325	species	0.00734376	Bacteroides faecichinchillae
165179	species	0.00734376	Prevotella copri
28901	species	0.00734376	Salmonella enterica
328812	species	0.00734376	Parabacteroides goldsteinii
53443	species	0.00734376	Blautia hydrogenotrophica
1491	species	0.00734376	Clostridium botulinum
947013	species	0.00734376	Chryseolinea serpens
454154	species	0.00734376	Paraprevotella clara
1532	species	0.00734376	Blautia coccoides
626937	species	0.00734376	Christensenella minuta
33939	species	0.00734376	[Bacillus] thermocloacae
1694	species	0.00734376	Bifidobacterium pseudolongum
84026	species	0.00734376	[Clostridium] methylpentosum
28127	species	0.00734376	Prevotella buccalis
218284	species	0.00734376	Bacillus vietnamensis
995	species	0.00734376	Solitalea canadensis
36874	species	0.00734376	Porphyromonas cangingivalis
28135	species	0.00734376	Prevotella oris
33039	species	0.00734376	[Ruminococcus] torques
1623	species	0.00734376	Lactobacillus ruminis
66219	species	0.00734376	Lachnoclostridium phytofermentans
39029	species	0.00734376	Megasphaera cerevisiae
762211	species	0.00734376	Bifidobacterium stellenboschense
39778	species	0.00734376	Veillonella dispar
706566	species	0.00734376	Meniscus glaucopis
33029	species	0.00734376	Anaerococcus hydrogenalis
574375	species	0.00734376	Bacillus gaemokensis
1510	species	0.00734376	[Clostridium] stercorarium
1280	species	0.00734376	Staphylococcus aureus
341225	species	0.00734376	[Clostridium] saccharogumia
338188	species	0.00734376	Bacteroides finegoldii
133453	species	0.00734376	Caldilinea aerophila
148814	species	0.00734376	Lactobacillus kunkeei
267818	species	0.00734376	Lactobacillus kefiranofaciens
290055	species	0.00734376	[Eubacterium] fissicatena
2088	species	0.00734376	Anaeroplasma bactoclasticum
626932	species	0.00734376	Alistipes indistinctus
39482	species	0.00734376	[Eubacterium] contortum
376806	species	0.00734376	Bacteroides gallinarum
1506	species	0.00734376	Clostridium sp.
85874	species	0.00734376	Thermacetogenium phaeum
1718	species	0.00734376	Corynebacterium glutamicum
36844	species	0.00734376	Clostridium homopropionicum
151895	species	0.00734376	Pseudopedobacter saltans
671267	species	0.00734376	Bacteroides sartorii
35519	species	0.00734376	Mogibacterium timidum
265981	species	0.00734376	Alkalimonas delamerensis
61435	species	0.00734376	Dehalococcoides mccartyi
261299	species	0.00734376	Intestinibacter bartlettii
-1	species	12.3889	Unknown
820	species	13.7765	Bacteroides uniformis
1755626	species	13.2945	Faecalibacterium sp. MC_41
239935	species	5.39752	Akkermansia muciniphila
46503	species	3.79672	Parabacteroides merdae
46506	species	3.43966	Bacteroides stercoris
397865	species	3.39205	Barnesiella viscericola
351091	species	3.19567	Oscillibacter valericigenes
818	species	3.03499	Bacteroides thetaiotaomicron
47678	species	2.8029	Bacteroides caccae
821	species	2.50536	Bacteroides vulgatus
823	species	2.36253	Parabacteroides distasonis
817	species	2.27327	Bacteroides fragilis
28116	species	1.60676	Bacteroides ovatus
39485	species	1.58296	[Eubacterium] eligens
329854	species	1.44608	Bacteroides intestinalis
45851	species	1.39253	Butyrivibrio crossotus
28117	species	1.21995	Alistipes putredinis
1535	species	0.779576	[Clostridium] leptum
187327	species	0.749821	Acidaminococcus intestini
39492	species	0.67841	[Eubacterium] siraeum
69825	species	0.67841	[Clostridium] indolis
536633	species	0.642704	Blautia glucerasea
39484	species	0.630802	Eubacterium desmolans
454154	species	0.595096	Paraprevotella clara
208479	species	0.55344	[Clostridium] bolteae
626930	species	0.523685	Bacteroides fluxus
1515	species	0.523685	Ruminiclostridium thermocellum
29348	species	0.505832	[Clostridium] spiroforme
169435	species	0.470126	Anaerotruncus colihominis
44749	species	0.458224	Sporobacter termitidis
28118	species	0.452273	Odoribacter splanchnicus
626932	species	0.404666	Alistipes indistinctus
40520	species	0.374911	Blautia obeum
301301	species	0.291597	Roseburia hominis
626937	species	0.279695	Christensenella minuta
39496	species	0.267793	Eubacterium ventriosum
1755610	species	0.24399	Alistipes sp. MC_19
29370	species	0.232088	[Clostridium] sphenoides
328813	species	0.208284	Alistipes onderdonkii
1465754	species	0.202333	Alistipes timonensis
876	species	0.196382	Desulfovibrio desulfuricans
410072	species	0.18448	Coprococcus comes
246787	species	0.18448	Bacteroides cellulosilyticus
288965	species	0.160676	[Clostridium] clariflavum
1161942	species	0.148774	Ruminococcus champanellensis
39497	species	0.119019	Eubacterium xylanophilum
40518	species	0.113068	Ruminococcus bromii
358742	species	0.101166	[Clostridium] aldenense
29375	species	0.0952154	[Clostridium] xylanolyticum
1267	species	0.0952154	Clostridium ventriculi
36874	species	0.0892645	Porphyromonas cangingivalis
84030	species	0.0833135	[Clostridium] saccharolyticum
106648	species	0.0833135	Acinetobacter bereziniae
84026	species	0.0773625	[Clostridium] methylpentosum
214856	species	0.0714116	Alistipes finegoldii
61171	species	0.0714116	Holdemania filiformis
1755607	species	0.0714116	Bacteroides sp. MC_16
39488	species	0.0654606	[Eubacterium] hallii
1755629	species	0.0595096	Victivallis sp. MC_44
1264	species	0.0595096	Ruminococcus albus
357276	species	0.0595096	Bacteroides dorei
1827099	species	0.0595096	Peptoniphilus sp. JCM 8141
847	species	0.0476077	Oxalobacter formigenes
287	species	0.0476077	Pseudomonas aeruginosa
166486	species	0.0476077	Roseburia intestinalis
341225	species	0.0416567	[Clostridium] saccharogumia
40324	species	0.0416567	Stenotrophomonas maltophilia
46228	species	0.0416567	Ruminococcus lactaris
1406512	species	0.0357058	Candidatus Methanomassiliicoccus intestinalis
143393	species	0.0357058	[Eubacterium] sulci
871325	species	0.0357058	Bacteroides faecichinchillae
1382	species	0.0357058	Atopobium parvulum
371601	species	0.0297548	Bacteroides xylanisolvens
261299	species	0.0297548	Intestinibacter bartlettii
28128	species	0.0297548	Prevotella corporis
310300	species	0.0297548	Bacteroides pyogenes
871324	species	0.0238039	Bacteroides stercorirosoris
105841	species	0.0238039	Anaerostipes caccae
28446	species	0.0238039	[Clostridium] propionicum
151276	species	0.0238039	Bacteroides coprosuis
33034	species	0.0238039	Anaerococcus prevotii
28037	species	0.0238039	Streptococcus mitis
1512	species	0.0238039	[Clostridium] symbiosum
84112	species	0.0238039	Eggerthella lenta
35785	species	0.0238039	Clostridium maximum
338188	species	0.0238039	Bacteroides finegoldii
387661	species	0.0238039	Parabacteroides johnsonii
48467	species	0.0178529	Prosthecobacter debontii
33035	species	0.0178529	Blautia producta
1265	species	0.0178529	Ruminococcus flavefaciens
61435	species	0.0178529	Dehalococcoides mccartyi
863643	species	0.0178529	Thermincola potens
1308	species	0.0178529	Streptococcus thermophilus
29354	species	0.0178529	[Clostridium] celerecrescens
33039	species	0.0178529	[Ruminococcus] torques
1260	species	0.0178529	Finegoldia magna
39491	species	0.0178529	[Eubacterium] rectale
115979	species	0.0178529	Bacillus nealsonii
84032	species	0.0119019	[Clostridium] thermosuccinogenes
28111	species	0.0119019	Bacteroides eggerthii
146817	species	0.0119019	Dendrosporobacter quercicolus
291645	species	0.0119019	Bacteroides nordii
574930	species	0.0119019	Parabacteroides gordonii
216816	species	0.0119019	Bifidobacterium longum
1502	species	0.0119019	Clostridium perfringens
68274	species	0.0119019	Streptomyces tauricus
204516	species	0.0119019	Bacteroides massiliensis
36835	species	0.0119019	[Clostridium] colinum
29347	species	0.0119019	[Clostridium] scindens
166501	species	0.0119019	Thermobaculum terrenum
40519	species	0.0119019	Ruminococcus callidus
99656	species	0.0119019	[Clostridium] fimetarium
645466	species	0.0119019	Anaerostipes butyraticus
52787	species	0.0119019	Anaerofilum pentosovorans
392838	species	0.0119019	Bacteroides propionicifaciens
290055	species	0.0119019	[Eubacterium] fissicatena
1536	species	0.0119019	Hathewaya limosa
180164	species	0.0119019	Blautia schinkii
106588	species	0.00595096	Pseudoflavonifractor capillosus
1507	species	0.00595096	Clostridium sp. ATCC 29733
165179	species	0.00595096	Prevotella copri
1547	species	0.00595096	Erysipelatoclostridium ramosum
270498	species	0.00595096	Catabacter hongkongensis
376806	species	0.00595096	Bacteroides gallinarum
310298	species	0.00595096	Bacteroides coprocola
1297750	species	0.00595096	Bacteroides luti
29364	species	0.00595096	[Clostridium] polysaccharolyticum
1282	species	0.00595096	Staphylococcus epidermidis
395922	species	0.00595096	Coraliomargarita akajimensis
1501	species	0.00595096	Clostridium pasteurianum
415956	species	0.00595096	Sphingobacterium composti Yoo et al. 2007
100176	species	0.00595096	Papillibacter cinnamivorans
243924	species	0.00595096	Pseudomonas lutea
36847	species	0.00595096	[Clostridium] neopropionicum
1539	species	0.00595096	Clostridium malenominatum
99807	species	0.00595096	Corynebacterium auriscanis
1519	species	0.00595096	Clostridium tyrobutyricum
392015	species	0.00595096	Alicyclobacillus macrosporangiidus
487698	species	0.00595096	Stenotrophomonas pavanii
54006	species	0.00595096	Peptoniphilus ivorii
999468	species	0.00595096	Sphingobacterium sp. LMG 8345
38304	species	0.00595096	Corynebacterium tuberculostearicum
982	species	0.00595096	Saccharicrinis fermentans
1680	species	0.00595096	Bifidobacterium adolescentis
214853	species	0.00595096	Anaerofustis stercorihominis
1584	species	0.00595096	Lactobacillus delbrueckii
502558	species	0.00595096	Eggerthella sp. YY7918
1404	species	0.00595096	Bacillus megaterium
37919	species	0.00595096	Rhodococcus opacus
133453	species	0.00595096	Caldilinea aerophila
827	species	0.00595096	Campylobacter ureolyticus
396812	species	0.00595096	Fulvivirga kasyanovii
1133319	species	0.00595096	Bacteroides reticulotermitis
41976	species	0.00595096	Porphyromonas catoniae
54911	species	0.00595096	Brevibacillus choshinensis
52561	species	0.00595096	Desulfomicrobium norvegicum
76007	species	0.00595096	Desulfovibrio senezii
293050	species	0.00595096	Rhodococcus kroppenstedtii
28139	species	0.00595096	Rikenella microfusus
626933	species	0.00595096	Odoribacter laneus
29466	species	0.00595096	Veillonella parvula
167964	species	0.00595096	Anaerolinea thermophila
797292	species	0.00595096	Sphingobacterium alimentarium
1659	species	0.00595096	Actinomyces israelii
589436	species	0.00595096	Prevotella fusca
47246	species	0.00595096	[Clostridium] viride
1304158	species	0.00595096	Salinisphaera halophila
729	species	0.00595096	Haemophilus parainfluenzae
1168034	species	0.00595096	Draconibacterium orientale
626931	species	0.00595096	Bacteroides oleiciplenus
33029	species	0.00595096	Anaerococcus hydrogenalis
319644	species	0.00595096	Saccharofermentans acetigenes
309120	species	0.00595096	Dialister micraerophilus
882141	species	0.00595096	Bacillus sp. IHB B 2296
701529	species	0.00595096	Peptoniphilus sp. JCM 8143
905	species	0.00595096	Acidaminococcus fermentans
33038	species	0.00595096	[Ruminococcus] gnavus
1586267	species	0.00595096	Apibacter mensalis
90730	species	0.00595096	Desulfosarcina cetonica
33069	species	0.00595096	Pseudomonas viridiflava
1563	species	0.00595096	Desulfosporosinus orientis
552810	species	0.00595096	Dehalogenimonas lykanthroporepellens
29356	species	0.00595096	Clostridium chartatabidum
1492	species	0.00595096	Clostridium butyricum
590845	species	0.00595096	Rhodococcus sp. YIM 100121
649724	species	0.00595096	Clostridium sp. ATCC BAA-442
1531	species	0.00595096	[Clostridium] clostridioforme
2374	species	0.00595096	Acetonema longum
38310	species	0.00595096	Rhodococcus coprophilus
2736	species	0.00595096	Verrucomicrobium spinosum
1113650	species	0.00595096	Sphingobacterium sp. NBRC 15340
1307	species	0.00595096	Streptococcus suis
28125	species	0.00595096	Prevotella bivia
964	species	0.00595096	Herbaspirillum seropedicae
-1	species	18.805	Unknown
882211	species	9.50332	Pseudomonas deceptionensis
122355	species	8.47077	Pseudomonas psychrophila
165179	species	2.70089	Prevotella copri
818	species	2.34715	Bacteroides thetaiotaomicron
46506	species	1.35762	Bacteroides stercoris
821	species	1.1425	Bacteroides vulgatus
1755626	species	0.822219	Faecalibacterium sp. MC_41
33069	species	0.760075	Pseudomonas viridiflava
47678	species	0.731393	Bacteroides caccae
39485	species	0.640566	[Eubacterium] eligens
317	species	0.602323	Pseudomonas syringae
204516	species	0.530618	Bacteroides massiliensis
29348	species	0.497156	[Clostridium] spiroforme
820	species	0.315503	Bacteroides uniformis
71999	species	0.310722	Kocuria palustris
351091	species	0.27726	Oscillibacter valericigenes
294	species	0.27726	Pseudomonas fluorescens
239935	species	0.267699	Akkermansia muciniphila
261299	species	0.234237	Intestinibacter bartlettii
47884	species	0.229456	Pseudomonas taetrolens
28116	species	0.210335	Bacteroides ovatus
187327	species	0.195994	Acidaminococcus intestini
626930	species	0.181653	Bacteroides fluxus
28125	species	0.176873	Prevotella bivia
823	species	0.176873	Parabacteroides distasonis
817	species	0.152971	Bacteroides fragilis
28901	species	0.13863	Salmonella enterica
40520	species	0.13385	Blautia obeum
37734	species	0.114728	Enterococcus casseliflavus
291645	species	0.114728	Bacteroides nordii
44749	species	0.105168	Sporobacter termitidis
1308	species	0.105168	Streptococcus thermophilus
39496	species	0.105168	Eubacterium ventriosum
536633	species	0.105168	Blautia glucerasea
228603	species	0.105168	Prevotella shahii
237258	species	0.0908265	Cloacibacterium normanense
1515	species	0.0908265	Ruminiclostridium thermocellum
46503	species	0.0812658	Parabacteroides merdae
246787	species	0.0717051	Bacteroides cellulosilyticus
562	species	0.0717051	Escherichia coli
410072	species	0.0669248	Coprococcus comes
106648	species	0.0621445	Acinetobacter bereziniae
487698	species	0.0621445	Stenotrophomonas pavanii
243924	species	0.0573641	Pseudomonas lutea
28446	species	0.0525838	[Clostridium] propionicum
36847	species	0.0478034	[Clostridium] neopropionicum
574375	species	0.0478034	Bacillus gaemokensis
397865	species	0.0478034	Barnesiella viscericola
876	species	0.0478034	Desulfovibrio desulfuricans
301301	species	0.0478034	Roseburia hominis
39486	species	0.0430231	Dorea formicigenerans
1670	species	0.0430231	Arthrobacter citreus
839	species	0.0430231	Prevotella ruminicola
529	species	0.0382427	Ochrobactrum anthropi
28118	species	0.0382427	Odoribacter splanchnicus
28037	species	0.0382427	Streptococcus mitis
1755607	species	0.0382427	Bacteroides sp. MC_16
79882	species	0.0334624	Bacillus halmapalus
329854	species	0.0334624	Bacteroides intestinalis
28117	species	0.0334624	Alistipes putredinis
400390	species	0.0334624	Alkalimonas collagenimarina
40324	species	0.0334624	Stenotrophomonas maltophilia
37923	species	0.0334624	Kocuria kristinae
729	species	0.0334624	Haemophilus parainfluenzae
51664	species	0.0334624	Lactobacillus dextrinicus
1352	species	0.0286821	Enterococcus faecium
535744	species	0.0286821	Cronobacter universalis
1303	species	0.0286821	Streptococcus oralis
265981	species	0.0286821	Alkalimonas delamerensis
33043	species	0.0239017	Coprococcus eutactus
1311	species	0.0239017	Streptococcus agalactiae
487175	species	0.0239017	Parasutterella excrementihominis
871325	species	0.0191214	Bacteroides faecichinchillae
1571	species	0.0191214	Sporosarcina ureae
288965	species	0.0191214	[Clostridium] clariflavum
147709	species	0.0191214	Carnobacterium inhibens
133926	species	0.0191214	Olsenella uli
72000	species	0.0191214	Kocuria rhizophila
316	species	0.0191214	Pseudomonas stutzeri
1590	species	0.0191214	Lactobacillus plantarum
502558	species	0.0191214	Eggerthella sp. YY7918
155617	species	0.0191214	Enterococcus moraviensis
61171	species	0.014341	Holdemania filiformis
189381	species	0.014341	Bacillus marisflavi
105229	species	0.014341	Bacillus fumarioli
28129	species	0.014341	Prevotella denticola
39492	species	0.014341	[Eubacterium] siraeum
84109	species	0.014341	Slackia exigua
40518	species	0.014341	Ruminococcus bromii
1776082	species	0.014341	Shigella sp. SF-2015
1304158	species	0.014341	Salinisphaera halophila
587753	species	0.014341	Pseudomonas chlororaphis
78342	species	0.014341	Bifidobacterium gallicum
1307	species	0.00956069	Streptococcus suis
39778	species	0.00956069	Veillonella dispar
1363	species	0.00956069	Lactococcus garvieae
477666	species	0.00956069	Bacteroides graminisolvens
33029	species	0.00956069	Anaerococcus hydrogenalis
1428	species	0.00956069	Bacillus thuringiensis
1599	species	0.00956069	Lactobacillus sakei
357276	species	0.00956069	Bacteroides dorei
28135	species	0.00956069	Prevotella oris
589436	species	0.00956069	Prevotella fusca
284581	species	0.00956069	Bacillus koreensis
1535	species	0.00956069	[Clostridium] leptum
645466	species	0.00956069	Anaerostipes butyraticus
573	species	0.00956069	Klebsiella pneumoniae
1408	species	0.00956069	Bacillus pumilus
69825	species	0.00956069	[Clostridium] indolis
1661059	species	0.00956069	Pseudomonas sp. NBRC 111144
634771	species	0.00956069	Chitinophaga eiseniae
2751	species	0.00956069	Carnobacterium maltaromaticum
1512	species	0.00956069	[Clostridium] symbiosum
2173	species	0.00956069	Methanobrevibacter smithii
1532	species	0.00956069	Blautia coccoides
29347	species	0.00956069	[Clostridium] scindens
328813	species	0.00956069	Alistipes onderdonkii
84112	species	0.00956069	Eggerthella lenta
35833	species	0.00956069	Bilophila wadsworthia
1685	species	0.00956069	Bifidobacterium breve
182710	species	0.00956069	Oceanobacillus iheyensis
1404	species	0.00956069	Bacillus megaterium
421767	species	0.00956069	Bacillus butanolivorans
167964	species	0.00956069	Anaerolinea thermophila
341225	species	0.00956069	[Clostridium] saccharogumia
45076	species	0.00956069	Legionella worsleiensis
682179	species	0.00956069	Bacillus luteolus
371601	species	0.00956069	Bacteroides xylanisolvens
881	species	0.00956069	Desulfovibrio vulgaris
52561	species	0.00956069	Desulfomicrobium norvegicum
1520	species	0.00478034	Clostridium beijerinckii
1203033	species	0.00478034	Lactobacillus hominis
1710	species	0.00478034	Cellulosimicrobium cellulans
1260	species	0.00478034	Finegoldia magna
39488	species	0.00478034	[Eubacterium] hallii
310300	species	0.00478034	Bacteroides pyogenes
1313	species	0.00478034	Streptococcus pneumoniae
454154	species	0.00478034	Paraprevotella clara
626931	species	0.00478034	Bacteroides oleiciplenus
45254	species	0.00478034	Dysgonomonas capnocytophagoides
47880	species	0.00478034	Pseudomonas fulva
52787	species	0.00478034	Anaerofilum pentosovorans
146817	species	0.00478034	Dendrosporobacter quercicolus
33035	species	0.00478034	Blautia producta
1660	species	0.00478034	Actinomyces odontolyticus
43675	species	0.00478034	Rothia mucilaginosa
777	species	0.00478034	Coxiella burnetii
1681	species	0.00478034	Bifidobacterium bifidum
999468	species	0.00478034	Sphingobacterium sp. LMG 8345
33039	species	0.00478034	[Ruminococcus] torques
303	species	0.00478034	Pseudomonas putida
202611	species	0.00478034	Lysinibacillus odysseyi
1689	species	0.00478034	Bifidobacterium dentium
1354	species	0.00478034	Enterococcus hirae
29389	species	0.00478034	Streptococcus alactolyticus
1506	species	0.00478034	Clostridium sp.
40215	species	0.00478034	Acinetobacter junii
36835	species	0.00478034	[Clostridium] colinum
270496	species	0.00478034	Desulfovibrio putealis
2746	species	0.00478034	Halomonas elongata
1148157	species	0.00478034	Acinetobacter oleivorans
160453	species	0.00478034	Enterococcus gilvus
216816	species	0.00478034	Bifidobacterium longum
196024	species	0.00478034	Aeromonas dhakensis
652716	species	0.00478034	Prevotella sp. oral taxon 299
1459	species	0.00478034	Sporosarcina globispora
29435	species	0.00478034	Pseudomonas flavescens
187101	species	0.00478034	Sneathia amnii
267818	species	0.00478034	Lactobacillus kefiranofaciens
133453	species	0.00478034	Caldilinea aerophila
1491	species	0.00478034	Clostridium botulinum
658457	species	0.00478034	Pseudomonas composti
1522	species	0.00478034	[Clostridium] innocuum
28111	species	0.00478034	Bacteroides eggerthii
135735	species	0.00478034	Bacillus endophyticus
29385	species	0.00478034	Staphylococcus saprophyticus
84030	species	0.00478034	[Clostridium] saccharolyticum
1705	species	0.00478034	Corynebacterium stationis
363872	species	0.00478034	Bacillus panaciterrae
570161	species	0.00478034	Marinifilum fragile
582	species	0.00478034	Morganella morganii
458033	species	0.00478034	Chloracidobacterium thermophilum
290053	species	0.00478034	Bacteroides helcogenes
304207	species	0.00478034	Lactobacillus harbinensis
29355	species	0.00478034	[Clostridium] cellobioparum
86664	species	0.00478034	Bacillus flexus
169435	species	0.00478034	Anaerotruncus colihominis
899	species	0.00478034	Desulfomicrobium baculatum
28025	species	0.00478034	Bifidobacterium animalis
310298	species	0.00478034	Bacteroides coprocola
76007	species	0.00478034	Desulfovibrio senezii
77095	species	0.00478034	Prevotella bryantii
178399	species	0.00478034	Marinomonas primoryensis
309120	species	0.00478034	Dialister micraerophilus
46867	species	0.00478034	Clostridium chauvoei
1507	species	0.00478034	Clostridium sp. ATCC 29733
549	species	0.00478034	Pantoea agglomerans
311460	species	0.00478034	Anoxybacillus rupiensis
525917	species	0.00478034	Thiothrix lacustris
151781	species	0.00478034	Lactobacillus intestinalis
477680	species	0.00478034	Filimonas lacunae
633701	species	0.00478034	Prevotella saccharolytica
930124	species	0.00478034	Bacillus halosaccharovorans
47879	species	0.00478034	Pseudomonas corrugata
90730	species	0.00478034	Desulfosarcina cetonica
319644	species	0.00478034	Saccharofermentans acetigenes
58172	species	0.00478034	Paenibacillus sp.
220688	species	0.00478034	Bacillus soli
626932	species	0.00478034	Alistipes indistinctus
47770	species	0.00478034	Lactobacillus crispatus
48296	species	0.00478034	Acinetobacter pittii
334543	species	0.00478034	Psychrobacter arcticus
84032	species	0.00478034	[Clostridium] thermosuccinogenes
38875	species	0.00478034	Bacillus oleronius
