ncbi_taxon_id	taxon_rank_level	relative_abundance	scientific_name
1755607	species	0.0183574	Bacteroides sp. MC_16
1308	species	0.0183574	Streptococcus thermophilus
729	species	0.0183574	Haemophilus parainfluenzae
28132	species	0.0183574	Prevotella melaninogenica
863643	species	0.0183574	Thermincola potens
732242	species	0.0183574	Bacteroides paurosaccharolyticus
885581	species	0.0183574	Desulfosporosinus acidiphilus
33035	species	0.0183574	Blautia producta
43675	species	0.0183574	Rothia mucilaginosa
341225	species	0.0146859	[Clostridium] saccharogumia
1265	species	0.0146859	Ruminococcus flavefaciens
502558	species	0.0146859	Eggerthella sp. YY7918
29370	species	0.0146859	[Clostridium] sphenoides
35785	species	0.0146859	Clostridium maximum
115979	species	0.0110144	Bacillus nealsonii
133453	species	0.0110144	Caldilinea aerophila
860	species	0.0110144	Fusobacterium periodonticum
46228	species	0.0110144	Ruminococcus lactaris
33039	species	0.0110144	[Ruminococcus] torques
881	species	0.0110144	Desulfovibrio vulgaris
498718	species	0.0110144	Slackia equolifaciens
386414	species	0.0110144	Prevotella timonensis
35517	species	0.0110144	[Eubacterium] brachy
187145	species	0.00734295	Caldithrix abyssi
290053	species	0.00734295	Bacteroides helcogenes
488	species	0.00734295	Neisseria mucosa
1502	species	0.00734295	Clostridium perfringens
1685	species	0.00734295	Bifidobacterium breve
1311	species	0.00734295	Streptococcus agalactiae
167964	species	0.00734295	Anaerolinea thermophila
103892	species	0.00734295	Veillonella ratti
33038	species	0.00734295	[Ruminococcus] gnavus
121163	species	0.00734295	Actinomyces suimastitidis
36745	species	0.00734295	Clostridium saccharoperbutylacetonicum
574930	species	0.00734295	Parabacteroides gordonii
341220	species	0.00734295	Lactonifactor longoviformis
84112	species	0.00734295	Eggerthella lenta
483	species	0.00734295	Neisseria cinerea
316	species	0.00734295	Pseudomonas stutzeri
1541	species	0.00734295	Terrisporobacter mayombei
121608	species	0.00734295	Paenibacillus koleovorans
118748	species	0.00734295	Bulleidia extructa
1042156	species	0.00734295	Clostridium sp. SY8519
39488	species	0.00734295	[Eubacterium] hallii
97253	species	0.00734295	Eubacterium plexicaudatum
147207	species	0.00734295	Collinsella intestinalis
309120	species	0.00367148	Dialister micraerophilus
54911	species	0.00367148	Brevibacillus choshinensis
33934	species	0.00367148	Anoxybacillus flavithermus
47500	species	0.00367148	Aneurinibacillus migulanus
851	species	0.00367148	Fusobacterium nucleatum
376806	species	0.00367148	Bacteroides gallinarum
35554	species	0.00367148	Geobacter sulfurreducens
817	species	0.00367148	Bacteroides fragilis
214856	species	0.00367148	Alistipes finegoldii
166501	species	0.00367148	Thermobaculum terrenum
1522	species	0.00367148	[Clostridium] innocuum
591197	species	0.00367148	Ignavibacterium album
155617	species	0.00367148	Enterococcus moraviensis
157692	species	0.00367148	Leptotrichia goodfellowii
61435	species	0.00367148	Dehalococcoides mccartyi
28091	species	0.00367148	Neisseria weaveri
83661	species	0.00367148	Desulfonispora thiosulfatigenes
995	species	0.00367148	Solitalea canadensis
1680	species	0.00367148	Bifidobacterium adolescentis
1479	species	0.00367148	Bacillus smithii
151276	species	0.00367148	Bacteroides coprosuis
29363	species	0.00367148	Clostridium paraputrificum
192843	species	0.00367148	Rhodoferax ferrireducens
273164	species	0.00367148	Pontibacillus marinus
147802	species	0.00367148	Lactobacillus iners
1393	species	0.00367148	Brevibacillus brevis
1133319	species	0.00367148	Bacteroides reticulotermitis
516075	species	0.00367148	Providencia sneebia
39498	species	0.00367148	[Eubacterium] yurii
312279	species	0.00367148	Emticicia oligotrophica
290055	species	0.00367148	[Eubacterium] fissicatena
185300	species	0.00367148	Paludibacter propionicigenes
555313	species	0.00367148	Phocaeicola abscessus
29364	species	0.00367148	[Clostridium] polysaccharolyticum
51161	species	0.00367148	Actinobacillus delphinicola
28901	species	0.00367148	Salmonella enterica
598660	species	0.00367148	Corynebacterium pyruviciproducens
999468	species	0.00367148	Sphingobacterium sp. LMG 8345
1681	species	0.00367148	Bifidobacterium bifidum
1282	species	0.00367148	Staphylococcus epidermidis
650643	species	0.00367148	Alistipes sp. RMA 9912
33043	species	0.00367148	Coprococcus eutactus
1462	species	0.00367148	Geobacillus kaustophilus
454154	species	0.00367148	Paraprevotella clara
1519	species	0.00367148	Clostridium tyrobutyricum
511435	species	0.00367148	Candidatus Azobacteroides pseudotrichonymphae
86663	species	0.00367148	Bacillus carboniphilus
29354	species	0.00367148	[Clostridium] celerecrescens
84031	species	0.00367148	Clostridium sartagoforme
839	species	0.00367148	Prevotella ruminicola
1113741	species	0.00367148	Bacillus sp. NBRC 101250
310297	species	0.00367148	Bacteroides plebeius
28111	species	0.00367148	Bacteroides eggerthii
187327	species	0.00367148	Acidaminococcus intestini
192421	species	0.00367148	Planococcus maritimus
1307	species	0.00367148	Streptococcus suis
1404	species	0.00367148	Bacillus megaterium
1391	species	0.00367148	Aneurinibacillus aneurinilyticus
871324	species	0.00367148	Bacteroides stercorirosoris
1313	species	0.00367148	Streptococcus pneumoniae
1671366	species	0.00367148	Ruminococcus sp. DSM 100440
39490	species	0.00367148	Eubacterium ramulus
471189	species	0.00367148	Gordonibacter pamelaeae
39493	species	0.00367148	Clostridium tarantellae
29466	species	0.00367148	Veillonella parvula
1660	species	0.00367148	Actinomyces odontolyticus
180164	species	0.00367148	Blautia schinkii
876	species	0.00367148	Desulfovibrio desulfuricans
29524	species	0.00367148	Porphyromonas circumdentaria
49319	species	0.00367148	Rubrobacter xylanophilus
214853	species	0.00367148	Anaerofustis stercorihominis
2736	species	0.00367148	Verrucomicrobium spinosum
-1	species	9.44304	Unknown
821	species	21.8052	Bacteroides vulgatus
820	species	8.87187	Bacteroides uniformis
28116	species	6.97849	Bacteroides ovatus
454154	species	3.7951	Paraprevotella clara
46503	species	3.45803	Parabacteroides merdae
487175	species	3.23748	Parasutterella excrementihominis
329854	species	2.16803	Bacteroides intestinalis
1535	species	2.03903	[Clostridium] leptum
351091	species	1.85594	Oscillibacter valericigenes
818	species	1.53552	Bacteroides thetaiotaomicron
28117	species	1.38987	Alistipes putredinis
40520	species	1.16932	Blautia obeum
187327	species	1.05281	Acidaminococcus intestini
39485	species	1.032	[Eubacterium] eligens
29370	species	0.973742	[Clostridium] sphenoides
69825	species	0.923807	[Clostridium] indolis
823	species	0.882194	Parabacteroides distasonis
1264	species	0.848903	Ruminococcus albus
328813	species	0.732387	Alistipes onderdonkii
301301	species	0.645	Roseburia hominis
166486	species	0.640839	Roseburia intestinalis
40518	species	0.574258	Ruminococcus bromii
536633	species	0.570097	Blautia glucerasea
208479	species	0.570097	[Clostridium] bolteae
39496	species	0.495194	Eubacterium ventriosum
84030	species	0.399484	[Clostridium] saccharolyticum
1515	species	0.378678	Ruminiclostridium thermocellum
169435	species	0.366194	Anaerotruncus colihominis
39484	species	0.320419	Eubacterium desmolans
357276	species	0.316258	Bacteroides dorei
261299	species	0.295452	Intestinibacter bartlettii
33038	species	0.266323	[Ruminococcus] gnavus
29347	species	0.241355	[Clostridium] scindens
28446	species	0.228871	[Clostridium] propionicum
29348	species	0.22471	[Clostridium] spiroforme
143393	species	0.22471	[Eubacterium] sulci
33035	species	0.203903	Blautia producta
33039	species	0.199742	[Ruminococcus] torques
310300	species	0.183097	Bacteroides pyogenes
36847	species	0.183097	[Clostridium] neopropionicum
1671366	species	0.158129	Ruminococcus sp. DSM 100440
371601	species	0.124839	Bacteroides xylanisolvens
29354	species	0.124839	[Clostridium] celerecrescens
1465754	species	0.116516	Alistipes timonensis
1755626	species	0.116516	Faecalibacterium sp. MC_41
39486	species	0.104032	Dorea formicigenerans
246787	species	0.099871	Bacteroides cellulosilyticus
52787	species	0.0832258	Anaerofilum pentosovorans
626930	species	0.0790645	Bacteroides fluxus
100884	species	0.070742	Coprobacillus cateniformis
28118	species	0.070742	Odoribacter splanchnicus
204516	species	0.0582581	Bacteroides massiliensis
84026	species	0.0582581	[Clostridium] methylpentosum
46506	species	0.0582581	Bacteroides stercoris
645466	species	0.0582581	Anaerostipes butyraticus
1512	species	0.0582581	[Clostridium] symbiosum
36835	species	0.0582581	[Clostridium] colinum
151276	species	0.0540968	Bacteroides coprosuis
115979	species	0.0499355	Bacillus nealsonii
47678	species	0.0457742	Bacteroides caccae
43131	species	0.0416129	Tissierella praeacuta
39483	species	0.0416129	Faecalitalea cylindroides
1827101	species	0.0374516	Eubacterium sp. JCM 9976
1308	species	0.0332903	Streptococcus thermophilus
310298	species	0.0332903	Bacteroides coprocola
1265	species	0.0332903	Ruminococcus flavefaciens
61171	species	0.0332903	Holdemania filiformis
29375	species	0.0332903	[Clostridium] xylanolyticum
84112	species	0.029129	Eggerthella lenta
146817	species	0.029129	Dendrosporobacter quercicolus
1260	species	0.029129	Finegoldia magna
28125	species	0.029129	Prevotella bivia
44749	species	0.029129	Sporobacter termitidis
35785	species	0.029129	Clostridium maximum
28127	species	0.0249678	Prevotella buccalis
341220	species	0.0249678	Lactonifactor longoviformis
732242	species	0.0249678	Bacteroides paurosaccharolyticus
649724	species	0.0249678	Clostridium sp. ATCC BAA-442
1161942	species	0.0208065	Ruminococcus champanellensis
626937	species	0.0208065	Christensenella minuta
36874	species	0.0166452	Porphyromonas cangingivalis
218538	species	0.0166452	Dialister invisus
392838	species	0.0166452	Bacteroides propionicifaciens
397865	species	0.0166452	Barnesiella viscericola
106588	species	0.0166452	Pseudoflavonifractor capillosus
310297	species	0.0166452	Bacteroides plebeius
1280	species	0.0166452	Staphylococcus aureus
239935	species	0.0166452	Akkermansia muciniphila
1168034	species	0.0166452	Draconibacterium orientale
1379	species	0.0124839	Gemella haemolysans
216816	species	0.0124839	Bifidobacterium longum
165179	species	0.0124839	Prevotella copri
626932	species	0.0124839	Alistipes indistinctus
1522	species	0.0124839	[Clostridium] innocuum
97253	species	0.0124839	Eubacterium plexicaudatum
871324	species	0.0124839	Bacteroides stercorirosoris
290055	species	0.0124839	[Eubacterium] fissicatena
33029	species	0.0124839	Anaerococcus hydrogenalis
288965	species	0.0124839	[Clostridium] clariflavum
839	species	0.00832258	Prevotella ruminicola
328812	species	0.00832258	Parabacteroides goldsteinii
555313	species	0.00832258	Phocaeicola abscessus
884684	species	0.00832258	Mageeibacillus indolicus
39491	species	0.00832258	[Eubacterium] rectale
1428	species	0.00832258	Bacillus thuringiensis
281920	species	0.00832258	Porphyromonas uenonis
1532	species	0.00832258	Blautia coccoides
1694	species	0.00832258	Bifidobacterium pseudolongum
1755607	species	0.00832258	Bacteroides sp. MC_16
39482	species	0.00832258	[Eubacterium] contortum
817	species	0.00832258	Bacteroides fragilis
1827099	species	0.00832258	Peptoniphilus sp. JCM 8141
1736	species	0.00832258	Eubacterium limosum
591197	species	0.00832258	Ignavibacterium album
1133319	species	0.00832258	Bacteroides reticulotermitis
290053	species	0.00832258	Bacteroides helcogenes
671267	species	0.00832258	Bacteroides sartorii
28123	species	0.00832258	Porphyromonas asaccharolytica
45254	species	0.00832258	Dysgonomonas capnocytophagoides
214853	species	0.00832258	Anaerofustis stercorihominis
166501	species	0.00832258	Thermobaculum terrenum
28130	species	0.00832258	Prevotella disiens
552810	species	0.00832258	Dehalogenimonas lykanthroporepellens
1114008	species	0.00416129	Lactobacillus sp. NBRC 107185
28139	species	0.00416129	Rikenella microfusus
1307	species	0.00416129	Streptococcus suis
871327	species	0.00416129	Parabacteroides chinchillae
1680	species	0.00416129	Bifidobacterium adolescentis
61435	species	0.00416129	Dehalococcoides mccartyi
626931	species	0.00416129	Bacteroides oleiciplenus
574930	species	0.00416129	Parabacteroides gordonii
28037	species	0.00416129	Streptococcus mitis
267818	species	0.00416129	Lactobacillus kefiranofaciens
100176	species	0.00416129	Papillibacter cinnamivorans
33034	species	0.00416129	Anaerococcus prevotii
915	species	0.00416129	Nitrosomonas europaea
58134	species	0.00416129	[Desulfotomaculum] guttoideum
1623	species	0.00416129	Lactobacillus ruminis
187101	species	0.00416129	Sneathia amnii
1559	species	0.00416129	Clostridium tertium
78342	species	0.00416129	Bifidobacterium gallicum
1244	species	0.00416129	Leuconostoc gelidum
1670	species	0.00416129	Arthrobacter citreus
330214	species	0.00416129	Nitrospira defluvii
332095	species	0.00416129	Dethiosulfatibacter aminovorans
1507	species	0.00416129	Clostridium sp. ATCC 29733
43770	species	0.00416129	Corynebacterium striatum
122355	species	0.00416129	Pseudomonas psychrophila
831	species	0.00416129	Butyrivibrio fibrisolvens
338188	species	0.00416129	Bacteroides finegoldii
35833	species	0.00416129	Bilophila wadsworthia
39492	species	0.00416129	[Eubacterium] siraeum
574375	species	0.00416129	Bacillus gaemokensis
341225	species	0.00416129	[Clostridium] saccharogumia
1350067	species	0.00416129	Microbacter margulisiae
1566358	species	0.00416129	Paenibacillus sp. IHBB 10380
376804	species	0.00416129	Bacteroides barnesiae
376806	species	0.00416129	Bacteroides gallinarum
106648	species	0.00416129	Acinetobacter bereziniae
33043	species	0.00416129	Coprococcus eutactus
1626	species	0.00416129	Lactobacillus sharpeae
35517	species	0.00416129	[Eubacterium] brachy
44575	species	0.00416129	Nitrosomonas cryotolerans
982	species	0.00416129	Saccharicrinis fermentans
185293	species	0.00416129	Prevotella oryzae
1113650	species	0.00416129	Sphingobacterium sp. NBRC 15340
1114067	species	0.00416129	Weissella sp. NBRC 107245
74426	species	0.00416129	Collinsella aerofaciens
1336	species	0.00416129	Streptococcus equi
28111	species	0.00416129	Bacteroides eggerthii
1267	species	0.00416129	Clostridium ventriculi
387090	species	0.00416129	Bacteroides coprophilus
477666	species	0.00416129	Bacteroides graminisolvens
40519	species	0.00416129	Ruminococcus callidus
386414	species	0.00416129	Prevotella timonensis
1527	species	0.00416129	Anaerocolumna aminovalerica
358743	species	0.00416129	[Clostridium] citroniae
905	species	0.00416129	Acidaminococcus fermentans
54006	species	0.00416129	Peptoniphilus ivorii
253245	species	0.00416129	Owenweeksia hongkongensis
189722	species	0.00416129	Prevotella marshii
1134405	species	0.00416129	Melioribacter roseus
1520	species	0.00416129	Clostridium beijerinckii
1506	species	0.00416129	Clostridium sp.
1510	species	0.00416129	[Clostridium] stercorarium
341694	species	0.00416129	Peptostreptococcus stomatis
673862	species	0.00416129	Candidatus Babela massiliensis
237258	species	0.00416129	Cloacibacterium normanense
42838	species	0.00416129	Ammonifex degensii
1113609	species	0.00416129	Sphingobacterium sp. NBRC 13496
1071880	species	0.00416129	Sphingobacterium sp. CCBAU 10953
1303	species	0.00416129	Streptococcus oralis
570161	species	0.00416129	Marinifilum fragile
180164	species	0.00416129	Blautia schinkii
1732	species	0.00416129	Eubacterium oxidoreducens
133926	species	0.00416129	Olsenella uli
29356	species	0.00416129	Clostridium chartatabidum
1405	species	0.00416129	Bacillus mycoides
33953	species	0.00416129	Clostridium aminobutyricum
291645	species	0.00416129	Bacteroides nordii
241244	species	0.00416129	Rummeliibacillus stabekisii
1411120	species	0.00416129	Hymenobacter sp. YIM 77969
589436	species	0.00416129	Prevotella fusca
97084	species	0.00416129	Halobacteriovorax marinus
43997	species	0.00416129	Catonella morbi
392736	species	0.00416129	Uliginosibacterium gangwonense
